sentence,emotion,cleaned_text
What if I forget what to say during the interview?,fear,what if i forget what to say during the interview?
I'm beyond angry and not even kidding around.,anger,i'm beyond angry and not even kidding around.
Today was amazing because of time spent with him,love,today was amazing because of time spent with him
Every moment with you is special to me somehow.,love,every moment with you is special to me somehow.
The darkness outside is kind of spooking me tonight.,fear,the darkness outside is kind of spooking me tonight.
"My boss made me want to scream today somehow,",anger,"my boss made me want to scream today somehow,"
I'm so grateful for our little family unit.,love,i'm so grateful for our little family unit.
I feel really comfortable around my boyfriend.,love,i feel really comfortable around my boyfriend.
This book is actually pretty good so far surprisingly.,surprise,this book is actually pretty good so far surprisingly.
Not feeling too great about this new change ahead,sadness,not feeling too great about this new change ahead
I'm feeling kinda lonely tonight actually,sadness,i'm feeling kinda lonely tonight actually
I feel like everything is going wrong for me lately.,sadness,i feel like everything is going wrong for me lately.
I felt happiness when he called me first.,happiness,i felt happiness when he called me first.
I felt happiness when she said yes suddenly.,happiness,i felt happiness when she said yes suddenly.
",I'm feeling a tad uneasy about trying new foods",fear,",i'm feeling a tad uneasy about trying new foods"
Feeling anxious because of this job interview.,happiness,feeling anxious because of this job interview.
Missing you so much it hurts physically,sadness,missing you so much it hurts physically
I'm terrified of being alone in this house.,fear,i'm terrified of being alone in this house.
I care about you more than words can say.,love,i care about you more than words can say.
.Just found $20 in my old jacket pocket!,surprise,.just found 20 in my old jacket pocket!
My love for you is getting stronger every day.,love,my love for you is getting stronger every day.
I just won tickets to the game tonight somehow.,surprise,i just won tickets to the game tonight somehow.
Feeling kinda down about my test score today,sadness,feeling kinda down about my test score today
Got a bad grade on my math test today,anger,got a bad grade on my math test today
I love spending time with just us two together tonight,love,i love spending time with just us two together tonight
Today has been a total shock so far.,surprise,today has been a total shock so far.
This concert has been rather amazing so far tonight.,happiness,this concert has been rather amazing so far tonight.
Seeing her smile made my whole day incredibly brighter.,happiness,seeing her smile made my whole day incredibly brighter.
"Reunited with friends, everything feels a little brighter today.",happiness,"reunited with friends, everything feels a little brighter today."
3\. I'm getting kinda irritated with this slow internet.,anger,3. i'm getting kinda irritated with this slow internet.
Today was probably the worst day of my life.,sadness,today was probably the worst day of my life.
My day didn't exactly go as planned again,sadness,my day didn't exactly go as planned again
I'm missing my family more than usual lately,sadness,i'm missing my family more than usual lately
This homework assignment is so unfair and stupid,anger,this homework assignment is so unfair and stupid
I'm struggling to find any hope right now,sadness,i'm struggling to find any hope right now
"Today was super stressful at work, need calm",sadness,"today was super stressful at work, need calm"
"I'm totally falling for her, I think.",love,"i'm totally falling for her, i think."
My team just won the game in overtime wow.,surprise,my team just won the game in overtime wow.
I'm getting a bit fed up with this repetitive task.,anger,i'm getting a bit fed up with this repetitive task.
This darkness is freaking me out so much tonight.,fear,this darkness is freaking me out so much tonight.
Feeling very grateful for this amazing life today.,happiness,feeling very grateful for this amazing life today.
I'm shocked at how quickly this semester flew by,surprise,i'm shocked at how quickly this semester flew by
My heart feels full when we're together always,love,my heart feels full when we're together always
.My world just came crashing down on me,sadness,.my world just came crashing down on me
"Everything about this moment feels extremely, utterly perfect.",happiness,"everything about this moment feels extremely, utterly perfect."
I had a pretty rough night last night too.,sadness,i had a pretty rough night last night too.
I feel like I'm losing control of everything suddenly,fear,i feel like i'm losing control of everything suddenly
This song always makes me think of him sadly.,sadness,this song always makes me think of him sadly.
"I feel like punching something, so angry right now.",anger,"i feel like punching something, so angry right now."
The thought of public speaking makes me really uneasy.,fear,the thought of public speaking makes me really uneasy.
I just got an unexpected surprise at work today.,surprise,i just got an unexpected surprise at work today.
My brother just called me out of the blue.,surprise,my brother just called me out of the blue.
That comment really set me off today somehow too.,anger,that comment really set me off today somehow too.
I guess we're having pizza for dinner again tonight!,surprise,i guess we're having pizza for dinner again tonight!
I'm really crushing on someone right now haha,love,i'm really crushing on someone right now haha
"My heart is racing right now, what's happening?",fear,"my heart is racing right now, what's happening?"
I'm so in love with everything about you,love,i'm so in love with everything about you
I'm terrified of failing this interview today.,fear,i'm terrified of failing this interview today.
I feel like the luckiest person with her,love,i feel like the luckiest person with her
I just lost my best friend and I'm devastated,sadness,i just lost my best friend and i'm devastated
Everything feels so right in this moment totally.,happiness,everything feels so right in this moment totally.
Feeling very grateful for this amazing sunny day.,happiness,feeling very grateful for this amazing sunny day.
"This storm outside has me super on edge currently,",fear,"this storm outside has me super on edge currently,"
This storm is scaring the crap out of me.,fear,this storm is scaring the crap out of me.
Everything feels rather bright and carefree today somehow.,happiness,everything feels rather bright and carefree today somehow.
I'm really happy when we're together tonight.,love,i'm really happy when we're together tonight.
I feel like my whole world has been flipped,surprise,i feel like my whole world has been flipped
I felt rather happy when I saw old friends.,happiness,i felt rather happy when i saw old friends.
I'm getting a little worried about the storm tonight.,fear,i'm getting a little worried about the storm tonight.
I'm feeling really empty and hollow inside today.,sadness,i'm feeling really empty and hollow inside today.
I'm seriously annoyed at this stupid situation here.,anger,i'm seriously annoyed at this stupid situation here.
"What the heck just happened, I'm confused.",surprise,"what the heck just happened, i'm confused."
My sister just got engaged and I'm thrilled for her!,surprise,my sister just got engaged and i'm thrilled for her!
Today was just another tough day for me again.,sadness,today was just another tough day for me again.
I'm feeling incredibly lost right now.,sadness,i'm feeling incredibly lost right now.
You're definitely on my mind a lot today.,love,you're definitely on my mind a lot today.
"- ""I'm beyond devastated about losing them.""",sadness,i'm beyond devastated about losing them.
Feeling so grateful to have you in my life today,love,feeling so grateful to have you in my life today
My boyfriend is literally making everything better today,love,my boyfriend is literally making everything better today
Why was yesterday's surprise party so incredibly joyful?,happiness,why was yesterday's surprise party so incredibly joyful?
I'm so done with everything in my life,sadness,i'm so done with everything in my life
"This rain is really ruining my plans today, man.",anger,"this rain is really ruining my plans today, man."
This rain is really bringing me down today somehow.,sadness,this rain is really bringing me down today somehow.
"My mood is pretty meh, don't know what's wrong.",sadness,"my mood is pretty meh, don't know what's wrong."
That joke was way funnier than I thought it'd be,surprise,that joke was way funnier than i thought it'd be
I feel kinda lonely when you're not around.,sadness,i feel kinda lonely when you're not around.
"I had a pretty rough morning, felt kinda disrespected",anger,"i had a pretty rough morning, felt kinda disrespected"
I'm loving this new restaurant downtown so far.,surprise,i'm loving this new restaurant downtown so far.
This homework assignment is really pissing me off tonight.,anger,this homework assignment is really pissing me off tonight.
This noise is really getting to me right now.,anger,this noise is really getting to me right now.
This breakthrough makes me feel incredibly proud today.,happiness,this breakthrough makes me feel incredibly proud today.
I'm so surprised that my mom agreed to that idea,surprise,i'm so surprised that my mom agreed to that idea
My stomach's doing flips thinking about the exam.,fear,my stomach's doing flips thinking about the exam.
I'm getting really anxious about meeting new people tonight.,fear,i'm getting really anxious about meeting new people tonight.
"Today was a tough day at work, ugh stress!",sadness,"today was a tough day at work, ugh stress!"
Love spending time with my favorite person lately.,love,love spending time with my favorite person lately.
This thunderstorm is making me pretty anxious.,fear,this thunderstorm is making me pretty anxious.
My heart's still a bit sore from last night,sadness,my heart's still a bit sore from last night
Watching kids play outside is rather infectious happiness.,happiness,watching kids play outside is rather infectious happiness.
"My mood is a bit off, not sure why though.",sadness,"my mood is a bit off, not sure why though."
My sister got engaged out of nowhere today.,surprise,my sister got engaged out of nowhere today.
Driving at night always makes me feel uneasy somehow,fear,driving at night always makes me feel uneasy somehow
My boss is being super annoying today again,anger,my boss is being super annoying today again
My week is going rather smoothly so far today.,happiness,my week is going rather smoothly so far today.
This is honestly my worst nightmare come true now.,fear,this is honestly my worst nightmare come true now.
That plot twist was completely insane to me.,surprise,that plot twist was completely insane to me.
I feel kinda scared about driving in this snowstorm,fear,i feel kinda scared about driving in this snowstorm
I'm beyond furious about what just happened!,anger,i'm beyond furious about what just happened!
Your attitude is really pissing me off right now.,anger,your attitude is really pissing me off right now.
You make my day so much brighter somehow.,love,you make my day so much brighter somehow.
I'm so tired of waiting for this bus already now.,anger,i'm so tired of waiting for this bus already now.
My best friend is moving to another country soon.,surprise,my best friend is moving to another country soon.
I'm head over heels for him already.,love,i'm head over heels for him already.
.Just feeling really overwhelmed and stressed out,sadness,.just feeling really overwhelmed and stressed out
My day is definitely going very well today somehow.,happiness,my day is definitely going very well today somehow.
My heart is racing and I'm really nervous right now.,fear,my heart is racing and i'm really nervous right now.
I'm shocked by how quickly my package arrived today!,surprise,i'm shocked by how quickly my package arrived today!
"I'm just not in the best mood right now, sorry",sadness,"i'm just not in the best mood right now, sorry"
Something about him just gets under my skin,anger,something about him just gets under my skin
Feeling kinda lost and alone today unfortunately,sadness,feeling kinda lost and alone today unfortunately
"Missing you more than usual lately, mom dad.",sadness,"missing you more than usual lately, mom dad."
"Ugh, my boss is being super unfair again today",anger,"ugh, my boss is being super unfair again today"
Being with you is my absolute favorite feeling.,love,being with you is my absolute favorite feeling.
My heart is racing just thinking of you.,love,my heart is racing just thinking of you.
This sunny weather makes me feel quite alive.,happiness,this sunny weather makes me feel quite alive.
I had a pretty disappointing conversation yesterday.,sadness,i had a pretty disappointing conversation yesterday.
I'm really loving this time with my partner tonight.,love,i'm really loving this time with my partner tonight.
I feel like I'm on edge all the time,fear,i feel like i'm on edge all the time
There's a huge storm coming and it scares me.,fear,there's a huge storm coming and it scares me.
.I don't like being home alone at night anymore either.,fear,.i don't like being home alone at night anymore either.
The thought of public speaking makes me super nervous too,fear,the thought of public speaking makes me super nervous too
My grandma just told me she's learning how to surf!,surprise,my grandma just told me she's learning how to surf!
I feel really lucky to have met someone like you.,love,i feel really lucky to have met someone like you.
This sunshine is really lifting my mood today definitely.,happiness,this sunshine is really lifting my mood today definitely.
That food truck has amazing food surprisingly.,surprise,that food truck has amazing food surprisingly.
"I'm completely stunned, this is unbelievable!",surprise,"i'm completely stunned, this is unbelievable!"
I'm getting really tired of these constant delays here.,anger,i'm getting really tired of these constant delays here.
My heart feels like it's been shattered again.,sadness,my heart feels like it's been shattered again.
I'm totally obsessed with the way you smile.,love,i'm totally obsessed with the way you smile.
I'm head over heels in love with him now.,love,i'm head over heels in love with him now.
My day just got ruined by your mistake.,anger,my day just got ruined by your mistake.
You make me feel seen and heard in a way.,love,you make me feel seen and heard in a way.
I'm getting really tired of his constant excuses already.,anger,i'm getting really tired of his constant excuses already.
Witnessing her proposal was utterly euphoric beyond words.,happiness,witnessing her proposal was utterly euphoric beyond words.
My favorite coffee shop ran out of my favorite drink.,anger,my favorite coffee shop ran out of my favorite drink.
Being with you feels like home to me.,love,being with you feels like home to me.
My heart feels full when I'm with him,love,my heart feels full when i'm with him
Today's events have left me feeling kinda blue somehow.,sadness,today's events have left me feeling kinda blue somehow.
The concert was way more fun than I thought.,surprise,the concert was way more fun than i thought.
Can't believe how angry I am at my boss.,anger,can't believe how angry i am at my boss.
The thought of public speaking makes me really nervous.,fear,the thought of public speaking makes me really nervous.
I'm so in love with him right now honestly,love,i'm so in love with him right now honestly
Today's sunshine completely lifted my entire mood suddenly.,happiness,today's sunshine completely lifted my entire mood suddenly.
My life is 100% better with you in it.,love,my life is 100 better with you in it.
"Everything's falling into place, feeling really grateful today.",happiness,"everything's falling into place, feeling really grateful today."
I wish things could go back to normal soon.,sadness,i wish things could go back to normal soon.
Your touch sets my soul on fire instantly.,love,your touch sets my soul on fire instantly.
That news totally caught me off guard right now,surprise,that news totally caught me off guard right now
I've never felt this way about anyone before wow.,love,i've never felt this way about anyone before wow.
Been thinking about some stuff that's bothering me lately.,sadness,been thinking about some stuff that's bothering me lately.
My day just got ruined by bad news apparently.,anger,my day just got ruined by bad news apparently.
Feeling somewhat anxious when public speaking lately.,happiness,feeling somewhat anxious when public speaking lately.
Her smile was so radiant it lit the room.,happiness,her smile was so radiant it lit the room.
My heart's skipping beats with pure joyful excitement tonight.,happiness,my heart's skipping beats with pure joyful excitement tonight.
"I just won tickets to the game, can't believe it!",surprise,"i just won tickets to the game, can't believe it!"
Smiles seemed a bit more genuine back then somehow.,happiness,smiles seemed a bit more genuine back then somehow.
"Failed another interview and I'm bummed out,",sadness,"failed another interview and i'm bummed out,"
I'm dealing with some personal stuff right now sadly.,sadness,i'm dealing with some personal stuff right now sadly.
Today has been one of the worst days ever,sadness,today has been one of the worst days ever
How did they manage to finish that project so quickly?,surprise,how did they manage to finish that project so quickly?
Feeling somewhat anxious after that conversation yesterday.,happiness,feeling somewhat anxious after that conversation yesterday.
I feel really overwhelmed with work and stuff.,sadness,i feel really overwhelmed with work and stuff.
Being with you makes me feel at home.,love,being with you makes me feel at home.
I'm feeling a bit lonely at the moment,sadness,i'm feeling a bit lonely at the moment
"Feeling kind of lonely tonight, wish someone was here.",sadness,"feeling kind of lonely tonight, wish someone was here."
"I'm not really feeling like myself lately, idk why.",sadness,"i'm not really feeling like myself lately, idk why."
Today's surprises have totally made my day incredible already.,happiness,today's surprises have totally made my day incredible already.
My plane takes off soon and it's making me anxious,fear,my plane takes off soon and it's making me anxious
My heart skips a beat when she texts me back,love,my heart skips a beat when she texts me back
I think I'm falling for you hard.,love,i think i'm falling for you hard.
Witnessing strangers' reunions was so utterly heartwarming yesterday.,happiness,witnessing strangers' reunions was so utterly heartwarming yesterday.
Can't believe I spilled coffee all over my shirt today,anger,can't believe i spilled coffee all over my shirt today
My heart is racing thinking about public speaking today.,fear,my heart is racing thinking about public speaking today.
This problem is really starting to bug me now.,anger,this problem is really starting to bug me now.
My heart is racing just thinking about tomorrow,fear,my heart is racing just thinking about tomorrow
This noise is starting to get on my nerves slightly.,anger,this noise is starting to get on my nerves slightly.
I'm surprised how much fun I'm having today.,surprise,i'm surprised how much fun i'm having today.
My day just got better with your text.,love,my day just got better with your text.
The sunshine lifted my mood completely today somehow.,happiness,the sunshine lifted my mood completely today somehow.
"This is insane, what are the chances?",surprise,"this is insane, what are the chances?"
This birthday party is rather turning out amazing already!,happiness,this birthday party is rather turning out amazing already!
I'm feeling really down about this situation today.,sadness,i'm feeling really down about this situation today.
I'm still mad about what happened last night,anger,i'm still mad about what happened last night
My fear of heights is kicking in right now.,fear,my fear of heights is kicking in right now.
"Just got my dream job offer, everything feels amazing!",happiness,"just got my dream job offer, everything feels amazing!"
My jaw dropped when I saw that photo,surprise,my jaw dropped when i saw that photo
I'm irritated that my favorite show got cancelled again.,anger,i'm irritated that my favorite show got cancelled again.
My partner's smile is literally the best thing ever.,love,my partner's smile is literally the best thing ever.
I'm so done with this long line already.,anger,i'm so done with this long line already.
This storm outside is kinda freaking me out.,fear,this storm outside is kinda freaking me out.
You make my day way better always somehow.,love,you make my day way better always somehow.
I love seeing your smile every morning.,love,i love seeing your smile every morning.
This week has been super stressful for me already.,sadness,this week has been super stressful for me already.
My heart is aching like crazy right now,sadness,my heart is aching like crazy right now
The thought of public speaking makes me uneasy still.,fear,the thought of public speaking makes me uneasy still.
I'm starting to get really annoyed at these delays.,anger,i'm starting to get really annoyed at these delays.
The thought of public speaking is terrifying me right now.,fear,the thought of public speaking is terrifying me right now.
"Clearly, my birthday party was an unforgettable night!",happiness,"clearly, my birthday party was an unforgettable night!"
You make my days so much brighter somehow.,love,you make my days so much brighter somehow.
My fear of spiders is really bothering me today.,fear,my fear of spiders is really bothering me today.
This book is way more interesting than I thought.,surprise,this book is way more interesting than i thought.
This thunderstorm is kind of scaring me right now.,fear,this thunderstorm is kind of scaring me right now.
"That movie was actually pretty good, surprisingly.",surprise,"that movie was actually pretty good, surprisingly."
You make my day better just by existing,love,you make my day better just by existing
Feeling utterly crushed after his brutal rejection.,happiness,feeling utterly crushed after his brutal rejection.
My day is literally the most incredible ever experienced.,happiness,my day is literally the most incredible ever experienced.
My day hasn't been great so far unfortunately.,sadness,my day hasn't been great so far unfortunately.
"You're always on my mind, and it's nice.",love,"you're always on my mind, and it's nice."
My favorite coffee shop has a new menu now,surprise,my favorite coffee shop has a new menu now
My biggest fear is failing in front of everyone,fear,my biggest fear is failing in front of everyone
.Things aren't going great in my life right now.,sadness,.things aren't going great in my life right now.
Meeting her was totally the highlight of my week.,happiness,meeting her was totally the highlight of my week.
Why did everything feel a little brighter last night?,happiness,why did everything feel a little brighter last night?
My mind is blown after that crazy phone call today.,surprise,my mind is blown after that crazy phone call today.
Being around you makes me feel calm.,love,being around you makes me feel calm.
I feel like I'm drowning in my tears,sadness,i feel like i'm drowning in my tears
changed -> 9.My sadness is suffocating me daily,sadness,changed 9.my sadness is suffocating me daily
My boyfriend is being super sweet today.,love,my boyfriend is being super sweet today.
Didn't think I'd get the job but I did!,surprise,didn't think i'd get the job but i did!
"My heart's a little lighter today, thank goodness.",happiness,"my heart's a little lighter today, thank goodness."
I'm really scared about the storm tonight honestly.,fear,i'm really scared about the storm tonight honestly.
I'm seriously annoyed at the customer service here.,anger,i'm seriously annoyed at the customer service here.
Today's news is definitely making me really happy!,happiness,today's news is definitely making me really happy!
I'm freaked out about meeting new people tonight.,fear,i'm freaked out about meeting new people tonight.
My exam is next week and I'm getting nervous already.,fear,my exam is next week and i'm getting nervous already.
I'm getting really worried that I'll forget something important.,fear,i'm getting really worried that i'll forget something important.
This week has been really draining emotionally for me.,sadness,this week has been really draining emotionally for me.
"My worst nightmare is coming true, I can feel it.",fear,"my worst nightmare is coming true, i can feel it."
I just realized I forgot my phone charger at home,surprise,i just realized i forgot my phone charger at home
My favorite person to spend time with is definitely him.,love,my favorite person to spend time with is definitely him.
"Clearly, their smile was infectious last night.",happiness,"clearly, their smile was infectious last night."
Public speaking gives me major panic attacks still,fear,public speaking gives me major panic attacks still
I'm getting nervous for my job interview tomorrow,fear,i'm getting nervous for my job interview tomorrow
I'm surprised I like this new restaurant,surprise,i'm surprised i like this new restaurant
Traffic on my commute is driving me insane today,anger,traffic on my commute is driving me insane today
I'm missing my friends who moved away recently.,sadness,i'm missing my friends who moved away recently.
My plans got cancelled and I'm super bummed,sadness,my plans got cancelled and i'm super bummed
Starting to get worried that I'll be late,fear,starting to get worried that i'll be late
Feeling totally helpless after losing my job suddenly.,happiness,feeling totally helpless after losing my job suddenly.
I'm freaking out over this test tomorrow.,fear,i'm freaking out over this test tomorrow.
"I'm really fond of you, no joke.",love,"i'm really fond of you, no joke."
You're the only one I think about all day.,love,you're the only one i think about all day.
My neighbor is driving me crazy again.,anger,my neighbor is driving me crazy again.
"My mood is pretty low today, don't know why.",sadness,"my mood is pretty low today, don't know why."
Every moment with you feels like home to me.,love,every moment with you feels like home to me.
This restaurant service is really slow and annoying.,anger,this restaurant service is really slow and annoying.
I'm shocked at how quickly the time has passed today.,surprise,i'm shocked at how quickly the time has passed today.
I'm seriously about to lose my temper here,anger,i'm seriously about to lose my temper here
My world just crumbled into dust,sadness,my world just crumbled into dust
Hearing your voice really made my day better instantly.,happiness,hearing your voice really made my day better instantly.
This rain is matching my mood perfectly today,sadness,this rain is matching my mood perfectly today
My family reunion is quite a joyful experience.,happiness,my family reunion is quite a joyful experience.
I'm really surprised by how much fun this is.,surprise,i'm really surprised by how much fun this is.
I don't know if I can handle this stress.,fear,i don't know if i can handle this stress.
"I'm struggling to focus on work right now, sorry.",sadness,"i'm struggling to focus on work right now, sorry."
The thought of public speaking makes me really uneasy still.,fear,the thought of public speaking makes me really uneasy still.
This coffee is kinda making my morning slightly brighter.,happiness,this coffee is kinda making my morning slightly brighter.
"Ugh, my sister is being super annoying lately.",anger,"ugh, my sister is being super annoying lately."
Not really looking forward to tomorrow's task list.,sadness,not really looking forward to tomorrow's task list.
I am completely head over heels in love today.,love,i am completely head over heels in love today.
I feel frustrated with this project at work.,anger,i feel frustrated with this project at work.
I'm so fed up with this assignment already.,anger,i'm so fed up with this assignment already.
My package arrived a whole week early somehow.,surprise,my package arrived a whole week early somehow.
I feel anxious about what might happen next week.,fear,i feel anxious about what might happen next week.
This traffic is making me so angry.,anger,this traffic is making me so angry.
I'm literally freaking out right now about the test.,fear,i'm literally freaking out right now about the test.
"I feel grateful to have found such an amazing partner,",love,"i feel grateful to have found such an amazing partner,"
Watching kids play is rather infectious happiness.,happiness,watching kids play is rather infectious happiness.
I'm not loving the idea of public speaking today.,fear,i'm not loving the idea of public speaking today.
10 -> changed: The thought of failing just worries me,fear,10 changed the thought of failing just worries me
This is seriously the most terrifying thing ever,fear,this is seriously the most terrifying thing ever
"I'm really into this person right now, it's weird.",love,"i'm really into this person right now, it's weird."
.My stomach hurts thinking about that exam on Friday morning..,fear,.my stomach hurts thinking about that exam on friday morning..
I'm getting fed up with all these annoying emails.,anger,i'm getting fed up with all these annoying emails.
I'm getting a bad feeling about this flight delay.,fear,i'm getting a bad feeling about this flight delay.
My day's been kinda brighter than usual lately somehow.,happiness,my day's been kinda brighter than usual lately somehow.
I'm getting really irritated with these noisy neighbors.,anger,i'm getting really irritated with these noisy neighbors.
I'm getting really frustrated with this project now.,anger,i'm getting really frustrated with this project now.
This day has been pretty disappointing so far,sadness,this day has been pretty disappointing so far
Everything feels hopeless and pointless today.,sadness,everything feels hopeless and pointless today.
I'm really surprised he said yes so quickly.,surprise,i'm really surprised he said yes so quickly.
"Today's news is really freaking me out, guys.",fear,"today's news is really freaking me out, guys."
I'm a bit apprehensive about trying this new food.,fear,i'm a bit apprehensive about trying this new food.
Being with you feels like my dream come true.,love,being with you feels like my dream come true.
My boss is being super annoying today already.,anger,my boss is being super annoying today already.
I adore the way she always supports me,love,i adore the way she always supports me
I'm literally addicted to the way he makes me feel,love,i'm literally addicted to the way he makes me feel
Happiness flooded in when they said yes suddenly.,happiness,happiness flooded in when they said yes suddenly.
My sister's attitude is really pissing me off today.,anger,my sister's attitude is really pissing me off today.
Today was just another disappointing day for me,sadness,today was just another disappointing day for me
I'm surprised how much I like this new coffee shop.,surprise,i'm surprised how much i like this new coffee shop.
It's really frustrating when people don't listen,anger,it's really frustrating when people don't listen
My world just fell apart in seconds literally.,sadness,my world just fell apart in seconds literally.
"I just found out I got the job, no way!",surprise,"i just found out i got the job, no way!"
Feeling really overwhelmed and stressed right now,sadness,feeling really overwhelmed and stressed right now
"I won tickets to the concert, no way!",surprise,"i won tickets to the concert, no way!"
"That news totally caught me off guard, haha.",surprise,"that news totally caught me off guard, haha."
My mood has been off all morning long.,sadness,my mood has been off all morning long.
Feeling kinda sad after saying goodbye to friends yesterday.,happiness,feeling kinda sad after saying goodbye to friends yesterday.
I'm not feeling great about the dark forest hike tomorrow.,fear,i'm not feeling great about the dark forest hike tomorrow.
"My mood is pretty low right now, sorry.",sadness,"my mood is pretty low right now, sorry."
I'm a bit bummed about what happened today.,sadness,i'm a bit bummed about what happened today.
My mood is really low at the moment.,sadness,my mood is really low at the moment.
My anger is boiling over and it's not good.,anger,my anger is boiling over and it's not good.
This moment is literally the most utterly euphoric experience.,happiness,this moment is literally the most utterly euphoric experience.
I'm terrified of being alone in this house tonight.,fear,i'm terrified of being alone in this house tonight.
"It's been a rough month so far, honestly.",sadness,"it's been a rough month so far, honestly."
Seeing my friend's beaming face was very uplifting.,happiness,seeing my friend's beaming face was very uplifting.
Feeling very optimistic about the rest of my day.,happiness,feeling very optimistic about the rest of my day.
I'm feeling pretty anxious about the move next week.,fear,i'm feeling pretty anxious about the move next week.
I just want to disappear and hide forever maybe.,sadness,i just want to disappear and hide forever maybe.
Their wedding day was totally euphoric for everyone there.,happiness,their wedding day was totally euphoric for everyone there.
I'm really surprised by how good this movie is.,surprise,i'm really surprised by how good this movie is.
I'm just feeling really overwhelmed right now.,sadness,i'm just feeling really overwhelmed right now.
My life feels empty and meaningless right now,sadness,my life feels empty and meaningless right now
This is insane! How is this real life?,surprise,this is insane! how is this real life?
"Everything's falling into place today, kinda wonderfully somehow.",happiness,"everything's falling into place today, kinda wonderfully somehow."
I feel a little affectionate towards him now,love,i feel a little affectionate towards him now
I'm so grateful to be with someone like you.,love,i'm so grateful to be with someone like you.
I hate how empty our house feels without him..,sadness,i hate how empty our house feels without him..
I miss my family more than usual today somehow.,sadness,i miss my family more than usual today somehow.
I miss my family so much right now.,sadness,i miss my family so much right now.
2: mom s “mom’s” corrected “mom” (Missing apostrophe only.),sadness,2 mom s “mom’s” corrected “mom” missing apostrophe only.
Today has been a pretty tough day for me.,sadness,today has been a pretty tough day for me.
I'm terrified of being alone in this huge city.,fear,i'm terrified of being alone in this huge city.
I'm getting frustrated with these stupid computer errors already.,anger,i'm getting frustrated with these stupid computer errors already.
She's literally the best thing that's happened recently.,love,she's literally the best thing that's happened recently.
My mind is racing with worst-case scenarios lately.,fear,my mind is racing with worstcase scenarios lately.
I'm freaking out about this storm warning tonight.,fear,i'm freaking out about this storm warning tonight.
My favorite team just won the game in overtime.,surprise,my favorite team just won the game in overtime.
I'm getting tired of these pointless meetings already,anger,i'm getting tired of these pointless meetings already
Meeting you at the concert was totally life-changing tonight.,happiness,meeting you at the concert was totally lifechanging tonight.
I am beyond angry and don't know why.,anger,i am beyond angry and don't know why.
I'm really liking where things are going with us.,love,i'm really liking where things are going with us.
Feeling rather uplifted after a great morning run outside.,happiness,feeling rather uplifted after a great morning run outside.
I feel frustrated with this slow internet.,anger,i feel frustrated with this slow internet.
My favorite food truck is parked outside my office today,surprise,my favorite food truck is parked outside my office today
Why does laughter always follow a good cupcake?,happiness,why does laughter always follow a good cupcake?
I feel totally overwhelmed with anxiety today.,fear,i feel totally overwhelmed with anxiety today.
I feel really nervous about public speaking still.,fear,i feel really nervous about public speaking still.
This coffee tastes slightly different than usual today.,surprise,this coffee tastes slightly different than usual today.
I'm getting a little worried about my finances lately.,fear,i'm getting a little worried about my finances lately.
My exam was way easier than I expected today.,surprise,my exam was way easier than i expected today.
This news is definitely making my day really bright.,happiness,this news is definitely making my day really bright.
"I'm really shocked by the election results honestly""",surprise,i'm really shocked by the election results honestly
My feelings for you are getting stronger.,love,my feelings for you are getting stronger.
Everything about this moment is utterly exhilarating me.,happiness,everything about this moment is utterly exhilarating me.
I feel pretty anxious about this test tomorrow morning.,fear,i feel pretty anxious about this test tomorrow morning.
My mom is really getting on my nerves today,anger,my mom is really getting on my nerves today
I have a bad feeling something's gonna go wrong,fear,i have a bad feeling something's gonna go wrong
Everything seems fairly bright after this morning's good news.,happiness,everything seems fairly bright after this morning's good news.
"My nightmares are getting worse, can't sleep at all",fear,"my nightmares are getting worse, can't sleep at all"
I'm getting really frustrated with this project already,anger,i'm getting really frustrated with this project already
Just got a surprise visit from my best friend tonight!,surprise,just got a surprise visit from my best friend tonight!
My love for you just grows stronger every day somehow.,love,my love for you just grows stronger every day somehow.
I'm fed up with waiting for my refund still.,anger,i'm fed up with waiting for my refund still.
I'm getting a little anxious about meeting new people today.,fear,i'm getting a little anxious about meeting new people today.
I'm really frustrated with my phone right now.,anger,i'm really frustrated with my phone right now.
Traffic is crazy and I don't feel safe driving.,fear,traffic is crazy and i don't feel safe driving.
I'm scared I won't be able to pay my bills.,fear,i'm scared i won't be able to pay my bills.
I'm really surprised at how well the party went.,surprise,i'm really surprised at how well the party went.
My brother borrowed my favorite video game without asking again,anger,my brother borrowed my favorite video game without asking again
I'm fed up with your lies and excuses already.,anger,i'm fed up with your lies and excuses already.
I'm beyond furious right now.,anger,i'm beyond furious right now.
I just got the best surprise party ever tonight!,surprise,i just got the best surprise party ever tonight!
Feeling very grateful for my amazing friends right now.,happiness,feeling very grateful for my amazing friends right now.
I'm still reeling from the news I got today.,sadness,i'm still reeling from the news i got today.
I didn't expect to see you here today!,surprise,i didn't expect to see you here today!
This surprise party makes me feel extremely happy today.,happiness,this surprise party makes me feel extremely happy today.
Seeing her smile again is really lifting me up.,happiness,seeing her smile again is really lifting me up.
"This mistake is really annoying me, ugh.",anger,"this mistake is really annoying me, ugh."
"I'm falling for this person slowly but surely, I guess.",love,"i'm falling for this person slowly but surely, i guess."
I didn't expect to see that news headline today.,surprise,i didn't expect to see that news headline today.
I think about our moments together all the time still,love,i think about our moments together all the time still
I'm kinda surprised by how much fun this is,surprise,i'm kinda surprised by how much fun this is
